filename,text,duration
BV1qM4m1X74W_0000,大家好今天向大家介绍5个text speech TTS也就是文本转语音的项目和产品然后会回顾语音合成,7.978
BV1qM4m1X74W_0001,对比上世纪30年代到今天的演化历程首先介绍OpenAI的voice engine2024年3月29日,8.0
BV1qM4m1X74W_0003,介绍了这个打造定制声音的模型需要15秒的原声音频voice engine就能合成这个人的声音,8.0
BV1qM4m1X74W_0004,生成不同内容不同语种的音频,2.571
BV1qM4m1X74W_0005,"我们来听一下这个参考音频,如果是英语的话。",7.904
BV1qM4m1X74W_0009,这是解释力是什么然后生成音频的话可以是让他讲述不同领域的内容如果我们选数学,8.0
BV1qM4m1X74W_0013,不同的语言比如参考音频是,2.595
BV1qM4m1X74W_0025,我觉得至少这三种语言它的发音好像并不是特别标准但是也可以听得出来,7.928
BV1qM4m1X74W_0026,而且他毕竟翻译出来了就是你可以听应该是可以听懂的就,4.2
BV1qM4m1X74W_0029,也就是把回复读出来的这个功能但是为了防止技术被用来作恶出于安全考虑暂时不会再使用,8.0
BV1qM4m1X74W_0030,规模部署这项技术,1.584
BV1qM4m1X74W_0031,接下来看11 Labs这个AI 声音合成平台成立于2022年用户可以通过基于浏览器的语音生成应用,8.0
BV1qM4m1X74W_0032,创作极具真实感的定制人声支持调节语音语调情感表达一扬顿挫等关键声音特征,7.999
BV1qM4m1X74W_0033,Eleven Labs提供29种语言的1200多种声音场景覆盖、配音、播音、支持较长的叙述,7.998
BV1qM4m1X74W_0034,比如有声书如果需要克隆声音可以用voicelab工具复刻自己的真实声音另外平台提供,8.0
BV1qM4m1X74W_0035,可以轻松融合其他应用或者项目那11labs就是可以从这些语言里面进行选择或者在这儿,8.0
BV1qM4m1X74W_0036,一段文本然后选择不同的声音比如Daniel Charlie不同的声线来读出这段话用不同的语言读出这段话比如我们来选,7.992
BV1qM4m1X74W_0057,可以说是非常沉静了,2.274
BV1qM4m1X74W_0059,2023年6月的估值是1亿美元也就是今年1月是去年6月估值的10倍,5.4
BV1qM4m1X74W_0060,现在来看讯飞TTS讯飞开放平台的智能语音服务琳琅满目其中在线语音合成服务可以,7.963
BV1qM4m1X74W_0061,将文字转化成自然流畅的人声提供一百多种覆盖男女老少的声音选择支持多种方言,8.0
BV1qM4m1X74W_0062,鱼种还有中阴混合,1.712
BV1qM4m1X74W_0066,其他语言比如英语吧,2.752
BV1qM4m1X74W_0068,用户提供15分钟简短录音即可定制声线支持调节语调语速音量等参数用于新闻播报,7.983
BV1qM4m1X74W_0069,有声阅读客服助理教育培训无障碍播报等场景比如新闻播报为中央电视台提供定制音库,8.0
BV1qM4m1X74W_0070,电话客服方面能够合成亲切或严厉的效果适用于客服回访客户关怀还有催收等场景,7.962
BV1qM4m1X74W_0071,在出行导航方面为腾讯地图定制王者荣耀达吉李白等角色声音为用户语音导航,7.003
BV1qM4m1X74W_0072,接下来看网易有道的易魔声这个开源的语音合成引擎在2023年11月上线用户可以在开源社区,7.996
BV1qM4m1X74W_0073,支持中英文双语包含2000多种音色用户在文本中加入情感的描述提示,8.0
BV1qM4m1X74W_0074,就能合成快乐、兴奋、悲伤、愤怒等情感的语音,4.356
BV1qM4m1X74W_0075,另外有道智云AI开放平台还提供个性化语音定制服务用户上传一段录音即可定制自己,7.953
BV1qM4m1X74W_0076,小声音模型用于播音主持、语音客服等场景,3.718
BV1qM4m1X74W_0077,再来看亚马逊的Amazon Polly平台配置数十种语言的高质量人声可以调整风格语速语调,7.994
BV1qM4m1X74W_0078,另外2024年2月Amazon AGI和马德里理工大学的研究者推出Base TGS模型,8.0
BV1qM4m1X74W_0079,参数10亿基于10万个小时公共领域语音数据组成,8.0
BV1qM4m1X74W_0081,BaseDTS双重的语音更加自然与输入文本的错位更少与参考人的语音更加相似,7.226
BV1qM4m1X74W_0088,EUROTTS等等,1.522
BV1qM4m1X74W_0089,就像人工智能不是人类智能合成语音不是自然的人类语音语音合成不是通过生态振动,7.961
BV1qM4m1X74W_0090,自然产生的声音而是指人工合成的人类语音用来合成语音的计算机系统可以称作语音合成器,7.898
BV1qM4m1X74W_0093,能够将录制声音的声谱图转回成声音虽然没有声调音质糟糕但是这项研究,7.996
BV1qM4m1X74W_0094,为现代的语音合成语音识别等技术奠定了基础,3.303
BV1qM4m1X74W_0098,第一代极联共振风合成器OVE诞生,3.596
BV1qM4m1X74W_0099,这是它的效果,0.881
BV1qM4m1X74W_0102,到1962年第二代OVE已经可以对发声器官的传递函数进行建模较好的模拟原音鼻音,7.946
BV1qM4m1X74W_0113,到了1968年第一个完整的英语文本转语音系统TTS面世语音比较清晰虽然语调单一,7.999
BV1qM4m1X74W_0119,在之后我们看到语音合成走进了游戏世界出现商用的语音识别软件以及后来谷歌的语音,7.94
BV1qM4m1X74W_0120,苹果的Siri亚马逊的Alexa等等随着算力发展算法创新今天的语音,8.0
BV1qM4m1X74W_0121,合成技术已经相当成熟几乎到了真假难辨的程度前段时间有同学用我的声音训练了一个AI模型,7.89
BV1qM4m1X74W_0122,很好地把握了我的发音和收音习惯我才真切地体会到恐怖股效应,5.209
BV1qM4m1X74W_0123,就是当机器人或者虚拟人物的外观和行为与人类越来越相似这个相似度达到一个特定的,7.998
BV1qM4m1X74W_0124,水平的时候人类对他的反应会突然变得极其负面和反感整个机器人会显得僵硬和恐怖这种情感,8.0
BV1qM4m1X74W_0125,反应的下降区域成为恐怖谷Incanny Valley也许是因为这个我总觉得克隆声音放大甚至扭曲了我的发音,8.0
BV1qM4m1X74W_0126,但听起来又确实是我的声音就出了一头冷汗,3.576
BV1qM4m1X74W_0127,经常会有同学问我的视频是用什么配音的尤其一期节目介绍TTS有同学说想问下APP主用的TTS是什么,7.944
BV1qM4m1X74W_0128,不会是本人在念吧我说是本人在念,3.466
BV1qM4m1X74W_0129,说到这个去年10月云传输技术提供商Ubitus 和Nionews 合作推出AI 播音员尼真由大模型将长篇新闻压缩,7.99
BV1qM4m1X74W_0130,成文图混合的新闻总结并利用AI语音识别技术为AI播音员计算匹配的口型变化结合文本专辑,8.0
BV1qM4m1X74W_0131,语音的技术从云端提供实时新闻播报,3.187
BV1qM4m1X74W_0132,就想起自己2019年考东京广播学院当时我写的作文主题就是AI播音员将取代人类播音员虽然,7.988
BV1qM4m1X74W_0133,取代这个词肯定是过了但是从技术角度看也许是可行的不过话说回来把AI能做的事情,8.0
BV1qM4m1X74W_0134,给AI不是不行但毕竟可以那样做不等于一定会那样做,5.017
BV1RsMgzsEMh_0000,大家好今天和大家介绍一本书成长的心智就是我特别喜欢的领导推荐我看的书作者杨志平是一名,8.0
BV1RsMgzsEMh_0001,认知科学研究者也是一名作家和企业家这本书主要有四个部分分别聚焦工作教育心理,8.0
BV1RsMgzsEMh_0002,和创作我摘录了一些或者有趣或者发人深省的至少是发我深省的段落记录在这里主要有5个部分,7.833
BV1RsMgzsEMh_0004,作者指出有三条看似铁律般的默认假设他们源自深层的社会结构但仔细推敲后却不尽合理,7.732
BV1RsMgzsEMh_0005,一我就应该像某某人一样生活我就应该拥有某物或者某某生活方式,5.531
BV1RsMgzsEMh_0006,你不再认为自己是可以自创生的也就是说你不再将自己理解为一个可以自我循环自己自足的人,7.352
BV1RsMgzsEMh_0007,第三个假设是世界是永远进步的,2.677
BV1RsMgzsEMh_0008,这三种假设的确不应该是铁律虽然完全屏蔽他们对自己的影响也许不太可能但是偶尔提醒自己多数人都在,7.999
BV1RsMgzsEMh_0009,遵循或相信的铁律也许不是所有人都必须遵循和相信的这样大概可以解决不少烦恼,6.796
BV1RsMgzsEMh_0010,以第二条假设为例作者指出在科技急剧变革的时期人的异化现象同样表现的最为明显那所谓,7.911
BV1RsMgzsEMh_0011,设置主体发展到一定阶段产生出自己的对立面形成客体而这个客体又作为一种外在的,8.0
BV1RsMgzsEMh_0012,异己的力量存在这种异化否定了人作为独立生产者的可能性让我们接受自己只是一颗,8.0
BV1RsMgzsEMh_0013,被取代的小螺丝钉的现实于是人不再是独立生产者而是消费者这当然没什么不好但是,8.0
BV1RsMgzsEMh_0016,曾经工作不只是一项有用的活动更是能够带来深刻的满足感的活动,5.64
BV1RsMgzsEMh_0017,如果我们用异化出来的自己的对立面来反驳自己弱化自己往往会觉得被动和无力从而无视很多,8.0
BV1RsMgzsEMh_0018,可以好好欣赏和体验的美丽的事物,2.505
BV1RsMgzsEMh_0019,也许我就是因为沉溺在了那些看似铁律的假设中才越来越安于现状培养了学生时代绝对不可能认同的咸鱼,7.937
BV1RsMgzsEMh_0020,偶尔提醒自己跳出习以为常的框架站在另一个角度或者维度深视同一件事情一定会豁然开朗,6.666
BV1RsMgzsEMh_0021,作者指出对抗异化的永恒之道是从消费者转为创作者,4.782
BV1RsMgzsEMh_0022,创作什么呢作品,1.718
BV1RsMgzsEMh_0023,能量个人成长的真正标准在于他向这个世界展现了什么作品,4.372
BV1RsMgzsEMh_0024,作者指出社会大学与象牙塔的不同之处不在于你能学会什么而在于你要创造什么,6.814
BV1RsMgzsEMh_0025,如果你赞同这个观点并且有了自己的想法那么需要什么技能如何安排生活这些问题的答案就都有了,7.467
BV1RsMgzsEMh_0026,因为有助于你提高作品影响力量及时间利用率的技能就是你的核心技能以及知道自己两年后想做到什么,7.969
BV1RsMgzsEMh_0027,就容易判断平时的时间该如何分配,2.305
BV1RsMgzsEMh_0028,我好像初中有段时间写了几篇关于人生意义的博客后来关于大脑意识自由意志也看了不少科普内容,7.949
BV1RsMgzsEMh_0029,参加了一些哲学讨论,1.548
BV1RsMgzsEMh_0030,我赞同人生本质上是无意义的,2.646
BV1RsMgzsEMh_0031,意義作為被人類思考和討論的概念需要由思考主體自己去主動賦予的當然你也可以被動接受外界,7.938
BV1RsMgzsEMh_0032,某种意义,1.102
BV1RsMgzsEMh_0033,总的来说我不认为人类享有绝对的自由意志但这并不重要,4.689
BV1RsMgzsEMh_0034,因为环境中旁杂的各种因素会呈现出一种人类具有相对自由意志的这样的状态,5.51
BV1RsMgzsEMh_0035,也许我想要创作的作品不是由我自己决定的那我也应该遵循这个想法去创造因为我已经觉得,7.972
BV1RsMgzsEMh_0036,我想创造这个了,1.014
BV1RsMgzsEMh_0038,我究竟是什么?,1.478
BV1RsMgzsEMh_0039,当我的意识结束之后会永远消散还是会成为另一个我的意识的一部分,6.22
BV1RsMgzsEMh_0040,也许那已经不是我能够或者应该关心的问题所以跟随自己的内心这句话说的真好不由于无谓的,7.913
BV1RsMgzsEMh_0041,哲学圈套不困于毫无益处的左右权衡前后筹除如果有什么想法和热情就行动起来付诸实践,7.849
BV1RsMgzsEMh_0042,我总说不知道自己想做什么想要什么样的生活也许其实不是我不知道而是我出于害怕失败担心,8.0
BV1RsMgzsEMh_0043,而不敢重视自己的想法和愿望,2.965
BV1RsMgzsEMh_0044,是按照目前的轨道总有些不甘心的同时也不知道未来是否会发生变数的按部就班走下去还是勇敢的认清自己,7.962
BV1RsMgzsEMh_0045,正视自己的欲望借用能够借用的这个世界的能量投入能够投入的时间和精力用心创造自己的自己,8.0
BV1RsMgzsEMh_0047,作者建议将自己的日常生活变为作品优先先有想要做的作品然后去学习去工作,7.041
BV1RsMgzsEMh_0048,他说有的人磨了几十年刀却始终不去砍柴这不是买毒还珠吗,5.283
BV1RsMgzsEMh_0049,他说之前学手语的时候我最满意的一次作品就是用手语讲买毒还猪的故事原来自己一直以来的行为就是买毒还猪,7.935
BV1RsMgzsEMh_0050,这就说到动机,1.18
BV1RsMgzsEMh_0052,这只个体因为活动本身带来的兴趣满足感或者挑战性而自发产生的行为驱动力无需依赖外部奖励,8.0
BV1RsMgzsEMh_0056,是出于外界因素将某件事情看作手段或者工具也就是instrument a tool那后者是指出于自身兴趣,8.0
BV1RsMgzsEMh_0058,一个内在动机去世的人呢因为有内在动机去世不仅能提升个人能效和幸福感而且可以带来更持久的成长,8.0
BV1RsMgzsEMh_0059,内在动机与满足感自豪感等积极情绪密切相关有助于缓冲外部压力他是自主性胜任,7.912
BV1RsMgzsEMh_0060,感和意义感的融合能够节省人们对外部评价的依赖从根源上激发人的潜能,6.505
BV1RsMgzsEMh_0061,作者认为正是内在动机帮助你成为一个独立的人而不仅仅是流水线上的一颗螺丝钉,6.376
BV1RsMgzsEMh_0062,作者认为职业转型必须越来越贴合自己的内在动机,4.45
BV1RsMgzsEMh_0063,我的内在动机似乎一直是不断学习新内容新能力,3.568
BV1RsMgzsEMh_0064,我在英文科技媒体当了一年记者辞职是因为采访听会的内容越发重复觉得没啥可学的了,6.503
BV1RsMgzsEMh_0065,研究所离职是因为觉得自己好像在混日子写的东西似乎都是走形式没有创造真正的自己能够认可的价值,7.967
BV1RsMgzsEMh_0066,当然这些我觉得其实目光还挺短浅的,3.433
BV1RsMgzsEMh_0067,毕竟在写新闻写报告之外我在那些平台其实还有很多可以学习的知识和磨练的能力,6.175
BV1RsMgzsEMh_0068,但我都没有坚持而是选择了离开,2.384
BV1RsMgzsEMh_0069,工作之外我简直看到什么学什么外语 武术 舞蹈 乐器全凭一个心血来潮于是每个月,7.99
BV1RsMgzsEMh_0071,说的好听一些是我的多数决定都出于内在动机比如学法语是因为感动于圣女争得的故事,7.894
BV1RsMgzsEMh_0073,申请去东京广播学院是因为我喜欢的配音演员大谷玉江他是TOKYO ANNOUNCE ACADEMY毕业的,7.822
BV1RsMgzsEMh_0074,但说的现实一些这些出于所谓内在动机的决定其实都只是没有目标的,5.86
BV1RsMgzsEMh_0076,我越发觉得内在动机也需要目标至少是方向,3.726
BV1RsMgzsEMh_0077,找方向的方法之一是从一开始就不断追问自己我的作品是什么,5.325
BV1RsMgzsEMh_0078,同时构建自己的认知体系,2.33
BV1RsMgzsEMh_0079,真正的教育并不是去掌握碎片知识而是在每一个学习阶段将碎片拼接为你的知识雪球,6.938
BV1RsMgzsEMh_0080,同时教育的关键在于帮助学生从具体问题转向整体认知它不在于你掌握了多少学科的知识点,7.934
BV1RsMgzsEMh_0081,在于你能否整合这些知识形成自己的独特认知体系,4.151
BV1RsMgzsEMh_0082,我的问题就是东一榔头西一棒槌没有建立自己的体系,4.137
BV1RsMgzsEMh_0083,因为或者说所以没有目标,2.413
BV1RsMgzsEMh_0084,如果把学习新知识新能力本身当做目的就会错过真正的目的毕竟如果需要只是用于特定场景的知识,7.962
BV1RsMgzsEMh_0085,那么用AI就可以,1.632
BV1RsMgzsEMh_0086,就像有词典就没必要掌握所有词汇有AI就没有必要知晓所有公开的知识直接问智能体就成,7.157
BV1RsMgzsEMh_0087,只是收集碎片之时就像学外语只背单词而不应用不用的话背再多都会忘记,6.001
BV1RsMgzsEMh_0088,所以如果不是为了应付考试那么辛苦背积的行为不过是自我感动花费大量的时间精力也对提升应用能力,7.994
BV1RsMgzsEMh_0089,一点帮助都没有,0.895
BV1RsMgzsEMh_0090,与场景限定的知识相对的是全局理解,3.177
BV1RsMgzsEMh_0091,全局理解有四个特点,1.526
BV1RsMgzsEMh_0092,一它是跟行动关联的,2.057
BV1RsMgzsEMh_0093,它能提供深刻的洞见,2.081
BV1RsMgzsEMh_0094,三他能在不同场景下附用,2.584
BV1RsMgzsEMh_0095,四 他追求真善美传承人类美德,3.161
BV1RsMgzsEMh_0096,作者指出不同学科背后存在共享的认知方式并且建议我们通过一手论文与经典图书来获取高阶模型,7.969
BV1RsMgzsEMh_0097,因为每个高阶模型都将突破你的既有认知边界,4.035
BV1RsMgzsEMh_0098,只要掌握一部分高阶模型就可以过上理性的一生,3.68
BV1RsMgzsEMh_0099,虽然没有谁规定在人生的汪洋上航行一定要有方向不能兜兜转转随心所欲但是有方向的航行,7.765
BV1RsMgzsEMh_0100,代表更多的主动权而不只是被所谓命运的风吹来吹去,4.647
BV1RsMgzsEMh_0101,既然我们有思考和行动的能力也许就不该浪费这样的能力,4.433
BV1RsMgzsEMh_0102,对于没有完全看破红尘无法完全隔离世俗物质的人类来说有方向的航行可以更大概率实现,7.922
BV1RsMgzsEMh_0103,止于精神的满足,1.187
BV1RsMgzsEMh_0104,"作者建议完善自己的认知体系,求解适合这个时代的高阶模型。",4.865
BV1RsMgzsEMh_0105,也许输入阶段会有些难但是未来提取这些模型可以实现更多价值,5.52
BV1RsMgzsEMh_0106,也许更好的实现自我,1.504
BV1RsMgzsEMh_0107,这就说到第五块内容无限可能,2.64
BV1RsMgzsEMh_0108,作者推崇可能的自我理论possible self theory也就是通过想象未来的自我形象来指导当前的行为,7.761
BV1RsMgzsEMh_0110,所谓真实的自我,1.304
BV1RsMgzsEMh_0111,因努力去发现可能的自我,2.015
BV1RsMgzsEMh_0112,所谓真实的自我不过是自己给自己贴的标签比如我会给自己贴上脾气不好不善言辞这样的标签,7.843
BV1RsMgzsEMh_0113,而别人则会给我贴上温柔善良口才很棒的标签,3.908
BV1RsMgzsEMh_0114,而事实是这些标签都有各自的语境,2.683
BV1RsMgzsEMh_0115,如果我承认了某个标签就是给自己划定了某些界限或者界限从而扼杀许多其他也许对自己,7.982
BV1RsMgzsEMh_0116,他人更加有益的可能性,1.837
BV1RsMgzsEMh_0117,想起中学有次考试地理成绩不太好地理老师也是当时的年纪主任找我谈话我说我好像就是不太擅长,8.0
BV1RsMgzsEMh_0118,老师说你看为什么要认为自己不擅长地理呢你要告诉自己我很擅长地理,6.022
BV1RsMgzsEMh_0119,我觉得很有道理,0.869
BV1RsMgzsEMh_0120,我们只能听进去自己赞同的观点相信自己本来就相信的话但是有没有可能扩大自己的认知版图呢,7.613
BV1RsMgzsEMh_0121,也许我能赞同和相信的事情不限于一种也不需要一直遵循自己以为的自己的行为模式,6.682
BV1RsMgzsEMh_0122,就像上个月公开课的时候我问洪水老师小时候自己听到音乐就能跳现在学街舞小十年了却完全,7.935
BV1RsMgzsEMh_0126,错误也是美丽的。,1.205
BV1RsMgzsEMh_0127,并记有害无益的标签一定要贴的话就给自己贴上乐观阳光的标签发现可能的自我,6.869
BV1RsMgzsEMh_0128,需要注意的是实践胜于反省,2.437
BV1RsMgzsEMh_0129,你无法通过反省来发现可能的自我只有通过实际行动才能带来情境的改变而情境的变化也会反过来,7.943
BV1RsMgzsEMh_0130,激发你的潜力,0.891
BV1RsMgzsEMh_0131,反省过多反而容易陷入停滞,2.236
BV1RsMgzsEMh_0132,换言之想太多只能徒增烦恼请立刻行动起来,4.309
BV1RsMgzsEMh_0133,所有的内心纠结都是在浪费认知资源,2.754
BV1RsMgzsEMh_0134,好起来再说,0.855
BV1RsMgzsEMh_0136,作者在自序成为自己不完美但美好中回顾自己的人生的几个节点,5.511
BV1RsMgzsEMh_0137,当时他的选择似乎都不太符合常理比如21岁放弃学术的康壮大道选择创业的荆棘小路,7.98
BV1RsMgzsEMh_0138,答案是什么当时的我并不清楚,2.527
BV1RsMgzsEMh_0139,28岁的时候将广受好评的公益项目成果交给他人自己开始闭门致学他说答案是什么,7.953
BV1RsMgzsEMh_0140,并不清楚,0.831
BV1RsMgzsEMh_0141,34岁的时候决定再次创业同时完善学问他不确定自己能否游刃有余答案是什么当时的他并,7.987
BV1RsMgzsEMh_0142,作者说我只知道整日忙于申请课题发表论文不是我想要的生活,5.383
BV1RsMgzsEMh_0143,我只知道围绕利益周旋配合表演不是我想要的生活,4.082
BV1RsMgzsEMh_0144,我只知道在树斋中自说自坏不是我想要的生活,3.729
BV1RsMgzsEMh_0145,看到这些文字的时候我的内心生起一种熟悉感以及惭愧,4.261
BV1RsMgzsEMh_0146,熟悉是因为我也有过不确定自己的选择是否正确也许仅仅出于不安于现状的心理做出了和家人见义相悖的,7.997
BV1RsMgzsEMh_0147,在世俗价值观之下并不理智地决定,2.396
BV1RsMgzsEMh_0148,比如在英国读研的时候家人建议我继续读博,2.834
BV1RsMgzsEMh_0149,我不知道自己想要怎样的生活可我知道继续研究各种理论体系的微妙差异也许就留在国外平凡的成家立业,7.687
BV1RsMgzsEMh_0150,不是我想要的生活,1.03
BV1RsMgzsEMh_0151,当时的我给未来涂满了浪漫主义的色彩总觉得自己要做点什么更加更加了不起的事情,6.57
BV1RsMgzsEMh_0152,再如后来在研究所工作的时候家人建议我安心留在那里最好考个公务员,5.374
BV1RsMgzsEMh_0153,光考的教材我确实看了一遍,1.959
BV1RsMgzsEMh_0154,看了之后决定不考,1.184
BV1RsMgzsEMh_0155,尽管小时候的理想是成为外交官尽管在部委接调的时候每次去外交部开会都会相当激动,6.177
BV1RsMgzsEMh_0156,然而我并不知道自己具体想做什么,2.298
BV1RsMgzsEMh_0157,我只知道在所有人都是学霸的研究所以前于的心理配角的能力参与编辑出版一些自己并不是非常感兴趣的也,7.963
BV1RsMgzsEMh_0158,不一定有多少人看的书籍那不是我想要的生活,3.082
BV1RsMgzsEMh_0159,疫情之后我离开了研究所,1.756
BV1RsMgzsEMh_0160,当时的我总想跳出所谓的舒适圈虽然后来似乎只是把自己圈到了另一个舒适圈里面,6.158
BV1RsMgzsEMh_0161,这也是为什么熟悉感之外我还心生惭愧,2.914
BV1RsMgzsEMh_0162,因为作者选择的都是更具挑战的那条路而我的选择似乎更像一种逃避,5.803
BV1RsMgzsEMh_0163,我只是切换平台环境美其名曰跳出舒适圈其实不过是逃避潜在的困难逃避继续逼迫自己,7.969
BV1RsMgzsEMh_0164,几年前被东京广播学院录取作为特待生获得奖学金的时候我决定不去读播音专业了因为当时一位非常关照我的前辈对我说,7.913
BV1RsMgzsEMh_0165,跟随你的心,1.433
BV1RsMgzsEMh_0167,这让我想起乔布斯的演讲,1.515
BV1RsMgzsEMh_0170,不要让他人的意见淹没你内心的声音最重要的是勇敢起来追随自己的心跟随自己的直觉,7.95
BV1RsMgzsEMh_0171,和直觉知道你想成为怎样的人,2.086
BV1RsMgzsEMh_0172,我不知道自己曾经纠结过的决定是否正确但我好像没什么后悔的,4.536
BV1RsMgzsEMh_0173,现在能够意识到自己应该更加勇敢应该正视自己思考的底层逻辑也许就能成为更好的人,6.469
BV1RsMgzsEMh_0174,这样安慰鼓励自己,2.322
BV1RsMgzsEMh_0175,屈言的最后作者引用了Robert Frost在42岁写的那首诗,4.434
BV1rTXFBAERp_0000,"大家好,今天我们介绍一些OpenCloud具体的应用场景追踪一下国内外大厂最近推出的龙虾等数字员工新产品",7.999
BV1rTXFBAERp_0001,然后看一看AI agents如何帮助我们成为更好的自己,4.125
BV1rTXFBAERp_0002,请问一个问题你在用或者想用opencloud这样的智能体做什么呢上周参加活动有人问了这个问题,7.944
BV1rTXFBAERp_0003,用OpenCloud制作和发布多媒体内容有人计划用它在各大社交平台寻找潜在客户还有人说他有个朋友,8.0
BV1rTXFBAERp_0004,我说我会想培养一个能让自己更加自律的,8.0
BV1rTXFBAERp_0005,电子宠物比如间奏我在不同的学习平台达成了哪些任务达成特定任务有积分奖励这是跨平台的,7.949
BV1rTXFBAERp_0006,这个积分可以为我的虚拟宠物兑换衣服食物等等,3.576
BV1rTXFBAERp_0007,这些虚拟实体都会按照我喜欢的方式来生成可以说是一个跨平台跨领域的多邻国或者是一个和现实绑定的,8.0
BV1rTXFBAERp_0008,成为游戏说到这个快刀轻衣老师说他以女儿的偶像为范本用opencloud打造了学习助手会模仿他偶像的,8.0
BV1rTXFBAERp_0009,结合偶像的实际动态有情有景的督促他达成具体的实习目标而最近清华大使的研究者还开源了,8.0
BV1rTXFBAERp_0012,的模拟课堂模拟讲解和互动让英才师教成为可能另外近期新华大学立场OpenCloud黑客送路演,7.982
BV1rTXFBAERp_0013,来自清华北大哈勃等高校不同院系的同学们以及字节等大厂从业者在36小时内打造了覆盖,7.977
BV1rTXFBAERp_0014,保摄影科研就业教育等多样的创新项目具体到特定的垂直领域最近我们介绍过几个金融,7.999
BV1rTXFBAERp_0015,包括独立投资人Watson太阳的龙虾已经在事件分析技术雷达流动性监测等场景,7.999
BV1rTXFBAERp_0018,11 个生产级 scale.markdown 文件实现从文献检索到实验分析的全流程自动化将 AI 辅助科技,8.0
BV1rTXFBAERp_0019,的门槛降至一行指令的级别另外还有智能体平台wiseclaw旨在帮助医疗健康机构部署可执行可治理,8.0
BV1rTXFBAERp_0020,规模化的智能体生产系统值得注意的是近期关于龙虾安全的解决方案接连出现比如腾讯推出龙虾,8.0
BV1rTXFBAERp_0021,管家支持skills安全检测执行脚本检测文件安全保护还有网络访问保护系统安全保护等等,7.599
BV1rTXFBAERp_0022,上周英伟达在GTC大会正式推出具有企业级安全保障的NemoClaw支持多种coding agents并自动部署,7.997
BV1rTXFBAERp_0023,专为OpenClaw设计的安全隔离运行式OpenShot让智能体在执行任务调用工具访问外部网络的时候依然受到安全,8.0
BV1rTXFBAERp_0024,网络和隐私策略的约束,2.1
BV1rTXFBAERp_0026,全线系统能力和义务流程,2.282
BV1rTXFBAERp_0028,及用的企业级能力模块,1.851
BV1rTXFBAERp_0031,可扩展技能完成几乎任何任务,2.235
BV1rTXFBAERp_0032,制谱推出GLM5 Turbo这是面向OpenCloud场景深度优化的激素模型强调工具调用指令遵循,7.997
BV1rTXFBAERp_0033,进入执行等能力同时推出Cloud龙虾套餐以及面向企业机场景的Cloud安全管理体系,6.417
BV1rTXFBAERp_0034,百度上新龙虾全家桶包括AI桌面助理do mate配备企业级权限配置还有家用小龙虾,7.969
BV1rTXFBAERp_0035,可以远程遥控智能家具等等小米发布MIMO V2系列新模型基于多样的智能体框架精彩,7.999
BV1rTXFBAERp_0037,本地终端执行读写文件创建应用等命令,2.757
BV1rTXFBAERp_0040,我们知道AI智能体的信息处理能力执行效率还有可复制的优质工作流经验等等可以非常强大远非,7.981
BV1rTXFBAERp_0041,人类个体所能比拟,1.599
BV1rTXFBAERp_0042,"在把它们用作效率工具之外,我们还可以让这个7x24小时工作的数字伙伴帮助自己突破局限,实现提升和成长。",8.0
BV1rTXFBAERp_0043,首先可以让他成为自己的第二大脑以open cloud为例他采用三层文件化记忆架构理论上具备永久记忆,7.978
BV1rTXFBAERp_0045,记忆与绘画生命周期是结偶的所以重启新缓存新鲜的绘画都不会丢失核心记忆实现持续学习,7.591
BV1rTXFBAERp_0046,"让agent成为你名副其实的第二大脑,长期记录你的工作进展,个人偏好,决策逻辑,无缝连接本地文档,笔记人。",7.961
BV1rTXFBAERp_0047,还有云端就可以在需要的时候调取总结对应的信息让模糊的记忆和想法变清晰,6.3
BV1rTXFBAERp_0048,另外他甚至可以模糊能与不能的边界而前几天Athropic的增长营销案例刷屏了这家估值3800亿美元,8.0
BV1rTXFBAERp_0049,的公司它的核心增长渠道由一名非技术背景的营销人借助Cloud Code独自管理了近10个月,7.996
BV1rTXFBAERp_0050,通过将广告文案创建从两小时压缩到15分钟创意成初量达到原来的10倍而在增长营销之外,8.0
BV1rTXFBAERp_0053,无论是自动抓取信息生成定制早报还是监控竞品自动处理客户请求智能体可以自动接手流程化重复信息,7.993
BV1rTXFBAERp_0054,让人类能从执行者变成流程设计者和监督者他们可以在一些领域成倍放大我们的能力,8.0
BV1rTXFBAERp_0055,当然前提是你已经具备特定领域的优秀能力愿意思考,8.0
BV1rTXFBAERp_0056,开解流程能够准确的画出可以外包给agents的工作并且采取行动,5.254
BV1rTXFBAERp_0057,在个人长期发展方面agents也许可以成为最好的成长教练他们不只是第二大脑和能力放大器,7.981
BV1rTXFBAERp_0058,还可以基于历史数据指出你在时间管理、技能学习等活动中可以完善的地方并提供量身定制的改进方案,7.996
BV1rTXFBAERp_0059,你喜欢的方式陪你成为更好的自己同时自主进化和探索,4.112
BV1rTXFBAERp_0061,两天内Agent自主完成了700次实验全程零人类干预模型训练效率提升了大约11%,8.0
BV1rTXFBAERp_0062,然后全球开发者社区结果这个项目把它从一个AI做实验变成一群AI做科研基于一个分布式协作层,7.992
BV1rTXFBAERp_0063,让数十个智能体在不同GPU上共享成果分工协作四天跑了2000多次实验并且自发形成了智能体,7.994
BV1rTXFBAERp_0064,同行评审制度,1.661
